drug	pathway	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	mean					Curcumin
Curcumin	KEGG_hsa05323	0.608001769	0.730240345	0.687187314	0.481471598	0.611871421	0.683393002	0.616183817	0.730934024	0.730133116	0.593641818	0.688324511	0.70803386	0.682732642	0.567962825	0.632124186	0.650149083					
Curcumin	KEGG_hsa04213	0.544634581	0.601104438	0.63119024	0.325043947	0.605843425	0.485031873	0.48860538	0.587618887	0.575918019	0.445450515	0.482631058	0.512901843	0.572807133	0.606719792	0.580434859	0.536395733					
Curcumin	KEGG_hsa03420	0.160350084	0.170159772	0.172423229	0.057482295	0.12789239	0.067510277	0.143155456	0.120722659	0.154629394	0.129558787	0.14006719	0.186105192	0.11698027	0.172624767	0.276494175	0.146410396					
Curcumin	KEGG_hsa04721	0.349336475	0.165879026	0.132411346	0.016447181	0.206582725	0.114932217	0.150761694	0.166912183	0.162923232	0.262873739	0.115608305	0.251826435	0.091893278	0.263175696	0.284382224	0.182396384					
Curcumin	KEGG_hsa00380	0.260305136	0.51954639	0.3958911	0.124302417	0.285726815	0.291368574	0.398537725	0.4851726	0.356359452	0.2872096	0.307763159	0.326984197	0.291360945	0.188263446	0.306251287	0.321669523					
Curcumin	KEGG_hsa04146	0.228468582	0.385964036	0.372503102	0.131477445	0.289101213	0.281592965	0.406126797	0.305022866	0.415393949	0.077399254	0.193998888	0.384763867	0.306376755	0.315910488	0.242994174	0.289139625					
Curcumin	KEGG_hsa03008	0.26110059	0.176689088	0.200033829	0.112957269	0.281869978	0.167950556	0.286880404	0.183776483	0.204794839	0.164645553	0.316946179	0.162297964	0.16115661	0.311847866	0.103460222	0.206427162					
Curcumin	KEGG_hsa05110	0.253730059	0.202976018	0.126596808	0.081334546	0.247762978	0.141268104	0.183944061	0.205944866	0.162319735	0.154295132	0.173922122	0.093866102	0.199633569	0.203271717	0.234130606	0.177666428					
Curcumin	KEGG_hsa00510	0.130243778	0.10843236	0.079277128	0.063662708	0.212651312	0.136853173	0.250168294	0.080111586	0.12715438	0.097362794	0.157845259	0.163347661	0.076516159	0.184921443	0.135355756	0.133593586					
Curcumin	KEGG_hsa05160	0.779639482	0.830316126	0.761441886	0.532924294	0.741517782	0.689851105	0.770591319	0.747928917	0.765681565	0.750870764	0.742031217	0.775205493	0.793578863	0.780656993	0.802437723	0.750978235					
Curcumin	KEGG_hsa00220	0.136447802	0.302701682	0.205372348	0.092962801	0.17806372	0.144967943	0.228127211	0.169657797	0.26540494	0.182935044	0.135828912	0.14964585	0.1747628	0.160950527	0.213973522	0.18278686					
Curcumin	KEGG_hsa04973	0.154997677	0.293938935	0.269170314	0.107139289	0.208297059	0.208902761	0.463022083	0.236859038	0.361187607	0.216329947	0.287607223	0.179812297	0.289498597	0.327944994	0.394493669	0.266613433					
Curcumin	KEGG_hsa04915	0.748126209	0.726673424	0.744874954	0.448753059	0.627797782	0.69906801	0.750801802	0.681990027	0.761179268	0.66374445	0.648394346	0.697300434	0.680326879	0.648790061	0.722391665	0.683347491					
Curcumin	KEGG_hsa04614	0.219988465	0.101626948	0.132739782	0.064412199	0.188768804	0.135068327	0.234954327	0.127014473	0.210306868	0.124439843	0.153567016	0.187274128	0.076409467	0.241062284	0.178825438	0.158430558					
Curcumin	KEGG_hsa05321	0.669755399	0.748008728	0.691178858	0.532138228	0.560402274	0.608495057	0.728678107	0.721477032	0.752827942	0.677394509	0.651919961	0.696526289	0.664642036	0.623927653	0.749987721	0.671823986					
Curcumin	KEGG_hsa04510	0.758323491	0.787739933	0.671304405	0.504631996	0.70673126	0.705707788	0.757828951	0.75206846	0.779071152	0.497367382	0.66188997	0.722237527	0.753934979	0.644806147	0.720697522	0.694956064					
Curcumin	KEGG_hsa00860	0.263721168	0.390952677	0.269462585	0.200230718	0.320237964	0.290055364	0.517926872	0.25696215	0.377218693	0.277934372	0.384149462	0.410498768	0.305708647	0.353942573	0.352584928	0.33143913					
Curcumin	KEGG_hsa04620	0.782833695	0.809285045	0.85363543	0.701856911	0.786627054	0.769804001	0.829661846	0.798287511	0.895890713	0.787046731	0.749911249	0.847305059	0.807510018	0.850415766	0.84839797	0.807897933					
Curcumin	KEGG_hsa03050	0.14106597	0.186045527	0.152122825	0.122460313	0.203316361	0.162198648	0.188884065	0.188098058	0.328709513	0.310612649	0.134428948	0.220717654	0.140478238	0.294755101	0.294782102	0.204578398					
Curcumin	KEGG_hsa05143	0.511226654	0.662282526	0.716867328	0.41484502	0.543633878	0.57916218	0.639272511	0.585830033	0.665652454	0.55316627	0.578955293	0.600476623	0.52686733	0.504601181	0.642294526	0.581675587					
Curcumin	KEGG_hsa04931	0.73761493	0.797332048	0.64585799	0.548369169	0.692149162	0.65913403	0.636557162	0.759825408	0.792877078	0.644295931	0.641524613	0.673360407	0.725794733	0.690657973	0.733582318	0.691928864					
Curcumin	KEGG_hsa04071	0.789239228	0.790436685	0.741755784	0.526937425	0.724543869	0.737766802	0.765460074	0.796124816	0.857892573	0.672537148	0.703802764	0.782835364	0.807344794	0.783471286	0.756526351	0.749111664					
Curcumin	KEGG_hsa04919	0.722804666	0.724531591	0.756921351	0.547663569	0.647961378	0.638270736	0.726902425	0.687807202	0.748642385	0.426625133	0.644506991	0.707880259	0.739640951	0.608250678	0.78842473	0.674455603					
Curcumin	KEGG_hsa05230	0.638237	0.68814075	0.661459506	0.36198619	0.602708936	0.5746575	0.608569384	0.619971812	0.659133077	0.400361449	0.588627756	0.672007501	0.682293534	0.524599016	0.69251132	0.598350982					
Curcumin	KEGG_hsa05202	0.665868104	0.646598339	0.616181493	0.494962096	0.526645899	0.593784809	0.721519113	0.644977272	0.697630048	0.347429782	0.543592334	0.557866693	0.627283752	0.617959559	0.56637758	0.591245125					
Curcumin	KEGG_hsa00770	0.117011011	0.142139629	0.046392445	0.042845078	0.133350328	0.097367704	0.186025113	0.154693529	0.140981287	0.094717689	0.148433432	0.13508676	0.056781176	0.132253379	0.227513701	0.123706151					
Curcumin	KEGG_hsa00562	0.134710565	0.244391903	0.209704757	0.103176557	0.296184242	0.111078665	0.203276828	0.17250526	0.302368045	0.244353801	0.333911508	0.247242868	0.146747142	0.282554775	0.325391591	0.2238399					
Curcumin	KEGG_hsa04550	0.665327966	0.712700903	0.587259769	0.36530599	0.60806638	0.499308646	0.704457402	0.644894838	0.7523669	0.475204766	0.585694671	0.574468315	0.629175961	0.688581407	0.771216214	0.617602009					
Curcumin	KEGG_hsa04972	0.250667483	0.250552058	0.215192169	0.096246377	0.243250981	0.264151752	0.225124091	0.252833128	0.400038868	0.285799086	0.312292874	0.307644904	0.280801654	0.323731273	0.327742577	0.269071285					
Curcumin	KEGG_hsa04392	0.17354244	0.153207541	0.085466936	0.100975834	0.237198949	0.100460857	0.247882783	0.108219348	0.21964258	0.112552367	0.167566285	0.160298273	0.131096601	0.234764218	0.279278666	0.167476912					
Curcumin	KEGG_hsa05020	0.573956311	0.609883368	0.634844899	0.401377618	0.559523344	0.591141164	0.612118483	0.658465266	0.741565526	0.537870347	0.554418981	0.646274507	0.595783114	0.468381971	0.603181183	0.585919072					
Curcumin	KEGG_hsa00512	0.115004309	0.086526424	0.077737987	0.053120736	0.218806103	0.083501779	0.144897684	0.073331229	0.089276396	0.138519362	0.07555861	0.163274422	0.057618063	0.207881078	0.188495874	0.11823667					
Curcumin	KEGG_hsa04666	0.551221132	0.515351057	0.527160525	0.326588005	0.56389612	0.475653142	0.503287137	0.412857264	0.590215504	0.362073392	0.473947108	0.55772078	0.476863354	0.394413471	0.61851567	0.489984244					
Curcumin	KEGG_hsa04925	0.347306907	0.378138751	0.405745655	0.187322721	0.420505792	0.288589388	0.348812371	0.384101421	0.484224796	0.267960399	0.340538114	0.32540828	0.388577193	0.449456394	0.357390195	0.358271892					
Curcumin	KEGG_hsa04216	0.383146375	0.403648823	0.510950446	0.181564987	0.341871649	0.292078912	0.300919056	0.334466845	0.501435995	0.115332521	0.323132128	0.450553864	0.371673942	0.230846092	0.367930084	0.340636781					
Curcumin	KEGG_hsa03010	0.389846861	0.286812514	0.152339682	0.171898827	0.27180469	0.236995205	0.327504545	0.324455082	0.320839018	0.123028971	0.297168881	0.333664358	0.197337747	0.459258109	0.328735143	0.281445976					
Curcumin	KEGG_hsa00061	0.157905161	0.162696123	0.087033652	0.068514243	0.233656242	0.096856147	0.274196416	0.105839662	0.264312148	0.140204251	0.158765614	0.178639248	0.09869501	0.192930624	0.226525664	0.163118014					
Curcumin	KEGG_hsa00480	0.531438291	0.471018344	0.431498468	0.210671887	0.381600797	0.411753982	0.345800966	0.330636203	0.557962298	0.300158411	0.377044797	0.457861066	0.32498619	0.364533991	0.537176907	0.402276173					
Curcumin	KEGG_hsa05211	0.717947543	0.756698906	0.642605484	0.404941261	0.657272458	0.602324486	0.72114563	0.702774107	0.693257272	0.51095432	0.620516241	0.68417865	0.549496293	0.631896496	0.586094618	0.632140251					
Curcumin	KEGG_hsa04912	0.654998004	0.713541985	0.653884292	0.384911925	0.604867637	0.564513206	0.713111341	0.670511246	0.690901458	0.564089775	0.613144517	0.621826351	0.629858315	0.642217696	0.663551152	0.625728593					
Curcumin	KEGG_hsa04918	0.193443209	0.440904707	0.34016785	0.197700366	0.346326888	0.201045409	0.266179651	0.324610114	0.474720716	0.256453216	0.361649603	0.38235563	0.361516297	0.265144497	0.379158527	0.319425112					
Curcumin	KEGG_hsa04725	0.566025615	0.623158455	0.595394909	0.389691144	0.641257823	0.56119746	0.664632261	0.592985511	0.716799021	0.554630101	0.58517313	0.605713904	0.610056937	0.604561031	0.666842639	0.598541329					
Curcumin	KEGG_hsa04320	0.427185267	0.487111032	0.437874347	0.371880144	0.472307742	0.361288369	0.436522245	0.37909016	0.433549643	0.374593586	0.439264715	0.47865507	0.498995602	0.283202916	0.467515558	0.423269093					
Curcumin	KEGG_hsa04750	0.52026552	0.561172366	0.528215528	0.344974935	0.465896755	0.474488527	0.528223276	0.585335433	0.614075899	0.404152781	0.605620921	0.482895046	0.530449033	0.569204748	0.619817555	0.522319221					
Curcumin	KEGG_hsa04015	0.680495262	0.712949514	0.673952341	0.550275207	0.629566729	0.626884818	0.591370702	0.703309238	0.727117419	0.589262128	0.678986311	0.65750438	0.651047528	0.748619795	0.716341496	0.662512191					
Curcumin	KEGG_hsa03450	0.148166403	0.081561968	0.134812564	0.047684353	0.144268572	0.111157596	0.12521784	0.091644816	0.120780118	0.134907648	0.174710438	0.082093149	0.110892452	0.214236975	0.25490281	0.131802513					
Curcumin	KEGG_hsa05169	0.75275296	0.78452915	0.725857615	0.543280005	0.664821982	0.670910776	0.799147546	0.716339588	0.804577887	0.680292189	0.641717672	0.699806571	0.745147645	0.801103354	0.783677518	0.720930831					
Curcumin	KEGG_hsa04012	0.717410684	0.721161485	0.659155369	0.572494626	0.715209007	0.632225275	0.776227593	0.717308879	0.764101326	0.560482442	0.62516129	0.703093112	0.709893048	0.693229377	0.75564152	0.688186336					
Curcumin	KEGG_hsa04974	0.305601478	0.316099375	0.269575745	0.224168465	0.249192104	0.226413935	0.316498727	0.158718184	0.29966104	0.18797414	0.316973388	0.250609845	0.193689868	0.283807665	0.326541781	0.261701716					
Curcumin	KEGG_hsa05130	0.225685507	0.216061458	0.245831594	0.139347255	0.205826923	0.275926709	0.334337056	0.20447962	0.322294861	0.278631926	0.328478843	0.17330873	0.162419602	0.351090133	0.176963672	0.242712259					
Curcumin	KEGG_hsa05310	0.243451819	0.325282127	0.317952007	0.196157724	0.363933355	0.286082983	0.242368773	0.273797512	0.327563286	0.32046169	0.228125602	0.35490489	0.318452686	0.384302527	0.387489021	0.3046884					
Curcumin	KEGG_hsa04657	0.711028159	0.840786934	0.801549792	0.672164321	0.768485606	0.743361473	0.801194608	0.760669887	0.809164703	0.746493578	0.712584436	0.7909953	0.810110092	0.738411725	0.823591113	0.768706115					
Curcumin	KEGG_hsa05204	0.692394853	0.73453635	0.610430956	0.459879398	0.574773192	0.599854648	0.68081373	0.682412505	0.748652995	0.502369344	0.571550071	0.687672973	0.581533074	0.531827807	0.57140547	0.615340491					
Curcumin	KEGG_hsa05166	0.856261671	0.815273046	0.76112324	0.560065329	0.74903214	0.766204119	0.762052715	0.809295714	0.798922658	0.655954659	0.802125096	0.766133606	0.831230998	0.764449418	0.806569338	0.766979583					
Curcumin	KEGG_hsa05132	0.686903834	0.803601503	0.774698615	0.653000832	0.670069754	0.753401399	0.762631953	0.79202348	0.807617784	0.589214981	0.688735545	0.763586879	0.710152566	0.717242956	0.840145826	0.73420186					
Curcumin	KEGG_hsa00430	0.064783201	0.10522262	0.106605522	0.072385788	0.21718049	0.097000577	0.253264099	0.074378259	0.066809975	0.074070066	0.134777829	0.091632277	0.066173591	0.116069131	0.151073962	0.112761826					
Curcumin	KEGG_hsa00670	0.141298816	0.120380111	0.164114147	0.092895426	0.16457057	0.126241699	0.174231485	0.185264915	0.161730871	0.086116724	0.108907841	0.159319118	0.054132588	0.278760642	0.172017351	0.14599882					
Curcumin	KEGG_hsa04670	0.520471513	0.516772747	0.408230275	0.290011108	0.441148371	0.451759458	0.43625018	0.487158805	0.588665128	0.482180536	0.375151068	0.453871638	0.446351498	0.59710288	0.452994823	0.463208002					
Curcumin	KEGG_hsa04722	0.810519814	0.829398692	0.744111836	0.52240175	0.727617383	0.731260777	0.773700953	0.761768281	0.801843166	0.722183585	0.681844056	0.810109556	0.813496947	0.788483024	0.767015994	0.752383721					
Curcumin	KEGG_hsa04512	0.281953335	0.325695395	0.284678817	0.174092054	0.273119301	0.300880641	0.427037358	0.309780896	0.410037577	0.179004282	0.364758581	0.282613337	0.309206754	0.316314042	0.359607518	0.306585326					
Curcumin	KEGG_hsa04742	0.161488771	0.329817355	0.152871594	0.092846215	0.196432143	0.167838588	0.259780943	0.181047335	0.325956792	0.165443793	0.228556588	0.219278723	0.175092414	0.217301115	0.277418077	0.21007803					
Curcumin	KEGG_hsa04270	0.464397818	0.500422776	0.42701	0.148880661	0.403227121	0.39578259	0.47601971	0.496153593	0.656306088	0.414384276	0.433393419	0.464884102	0.476710916	0.546297848	0.513357401	0.454481888					
Curcumin	KEGG_hsa04370	0.673741281	0.72907269	0.72199595	0.521679997	0.604749739	0.624767363	0.748277187	0.665578306	0.731347263	0.575131655	0.583766341	0.661044598	0.709673285	0.639095783	0.748028457	0.662529993					
Curcumin	KEGG_hsa04964	0.103098236	0.107856721	0.129699439	0.057443738	0.155351982	0.189183265	0.206150949	0.170186058	0.153641671	0.177519381	0.099280216	0.124776267	0.158717647	0.100607425	0.167457163	0.140064677					
Curcumin	KEGG_hsa00130	0.122030273	0.086095758	0.071554281	0.055505991	0.207854643	0.054535639	0.158184305	0.078773052	0.046614937	0.140846282	0.03966444	0.102123402	0.03774596	0.148788378	0.142100558	0.099494527					
Curcumin	KEGG_hsa00053	0.213036627	0.396471709	0.261220813	0.213363677	0.402661175	0.341424674	0.366719812	0.27532655	0.379347086	0.330150843	0.399450868	0.335388154	0.24698022	0.313270181	0.396349818	0.324744147					
Curcumin	KEGG_hsa04922	0.474634051	0.484807223	0.469464272	0.217561334	0.471405476	0.294105768	0.447560817	0.35717538	0.575978816	0.292288125	0.50292027	0.406664819	0.457577825	0.465284944	0.482203573	0.426642179					
Curcumin	KEGG_hsa04961	0.235870555	0.156152606	0.160352454	0.084187552	0.216261581	0.122329786	0.20545812	0.187874049	0.244775295	0.075384267	0.178439409	0.169351488	0.157458425	0.22638905	0.305491269	0.181718394					
Curcumin	KEGG_hsa05418	0.8179757	0.847445428	0.770464599	0.656072438	0.733602405	0.74781841	0.806768596	0.824051738	0.876213968	0.81757915	0.739616811	0.809360206	0.83500278	0.814867198	0.870727897	0.797837822					
Curcumin	KEGG_hsa04064	0.702876091	0.811023653	0.669971645	0.510540903	0.662715495	0.649145126	0.596438289	0.665220141	0.72549969	0.594571114	0.574577212	0.711740911	0.721114457	0.65883112	0.703634322	0.663860011					
Curcumin	KEGG_hsa04923	0.414152503	0.441479892	0.360643983	0.249616861	0.459233373	0.427123129	0.500869095	0.400061101	0.554354668	0.296520293	0.496664405	0.435108632	0.423479408	0.450077474	0.477980435	0.42582435					
Curcumin	KEGG_hsa04120	0.217950642	0.281682581	0.288745433	0.108399898	0.333429247	0.25231272	0.417818993	0.17108956	0.329780161	0.194675326	0.282599777	0.357186139	0.30297488	0.418659598	0.463728309	0.294735551					
Curcumin	KEGG_hsa04260	0.22543025	0.205433846	0.268578947	0.223971322	0.289264113	0.247357652	0.30950433	0.19373706	0.322147876	0.257810414	0.261927426	0.231724322	0.246537313	0.224099681	0.301632702	0.253943817					
Curcumin	KEGG_hsa00601	0.085479118	0.056541726	0.113360763	0.014816927	0.147171855	0.073159613	0.165751755	0.086188629	0.126467928	0.101955868	0.094479419	0.103579089	0.063746266	0.134685174	0.19547464	0.104190585					
Curcumin	KEGG_hsa04662	0.680943489	0.730761588	0.696472883	0.570480645	0.652965605	0.657386303	0.719387174	0.739586651	0.784293294	0.621394217	0.637056887	0.68421483	0.701138854	0.693640649	0.776804984	0.689768537					
Curcumin	KEGG_hsa04930	0.552466512	0.656191707	0.555564404	0.280764103	0.582436144	0.552738369	0.536535084	0.595000863	0.661644816	0.457547247	0.477134556	0.564506471	0.59472543	0.512073874	0.543601573	0.541528744					
Curcumin	KEGG_hsa00240	0.136777714	0.238714203	0.154459387	0.12301138	0.245733857	0.12339133	0.228911266	0.177120864	0.258343369	0.16687718	0.217821673	0.246281072	0.213853806	0.285639107	0.375408769	0.212822999					
Curcumin	KEGG_hsa00280	0.166555554	0.190889001	0.212094024	0.089986578	0.195132658	0.145067081	0.28819707	0.12258824	0.269456685	0.145089403	0.17266421	0.213744506	0.239736661	0.146092415	0.125330195	0.181508285					
Curcumin	KEGG_hsa05012	0.597288728	0.5378775	0.394199342	0.235661283	0.394510418	0.29706946	0.607668042	0.418305874	0.592486143	0.276546031	0.429611474	0.466863275	0.446182936	0.369960755	0.479285091	0.436234424					
Curcumin	KEGG_hsa00051	0.136442006	0.13147074	0.092881121	0.050352514	0.154727906	0.158837333	0.20958662	0.086091973	0.163032711	0.097440414	0.240149334	0.210485682	0.125037804	0.154808044	0.153272763	0.144307798					
Curcumin	KEGG_hsa04730	0.42682156	0.635671854	0.554192185	0.464884847	0.500264347	0.549664021	0.569856763	0.562041581	0.590250731	0.476391196	0.51475358	0.610945761	0.516710937	0.459587783	0.551725447	0.532250839					
Curcumin	KEGG_hsa04530	0.355944574	0.500132918	0.357157916	0.231938943	0.395705044	0.426991165	0.512587786	0.509031057	0.505025387	0.370213896	0.402691573	0.38625592	0.383031249	0.456250787	0.442164779	0.415674866					
Curcumin	KEGG_hsa04020	0.496818691	0.49030751	0.41509676	0.257838517	0.358054996	0.43487817	0.413120091	0.487201929	0.583917737	0.244538754	0.441527456	0.345312595	0.48780036	0.472612619	0.477137387	0.427077572					
Curcumin	KEGG_hsa04150	0.743916512	0.782064021	0.665813744	0.432721317	0.654364407	0.629255235	0.628878057	0.675747752	0.707017183	0.421139926	0.639140129	0.668058217	0.581196845	0.666522801	0.703002214	0.639922557					
Curcumin	KEGG_hsa04950	0.11464987	0.060666855	0.210341901	0.109146617	0.212967053	0.125679389	0.31410557	0.131965905	0.168282613	0.243730441	0.053930517	0.115964428	0.1371959	0.191654712	0.247243226	0.162501666					
Curcumin	KEGG_hsa04136	0.183822513	0.203096703	0.113037281	0.078103021	0.191328436	0.11128509	0.228527293	0.167778745	0.229512408	0.100734726	0.093318209	0.119450353	0.191628009	0.263228148	0.273032039	0.169858865					
