MOL1	MOL2	CLASS
NNC(=O)c1ccncc1	O=C1NC(=O)NC(=O)N1	1
C(Cc1ccncc1)Cc1ccncc1	OC(=O)c1ccc(Nc2cc(Nc3ccc(cc3)C(O)=O)cc(Nc3ccc(cc3)C(O)=O)c2)cc1	1
OC(=O)C1=CN=CC=C1	NC(=O)C1=CC=CC=C1[N+](=O)[O-]	0
c1cnccn1	CC1(C)N(Br)C(=O)N(Br)C1=O	1
OC(=O)c1cccc(O)c1	[O]n1ccc(cc1)N(=O)=O	1
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C	CN(C)CCN1C(Oc2c(cc(cc2C(C)(C)C)C(C)(C)C)C1c1ccccc1)c1ccccc1	1
O=C(C1=CC=CC=C1)C(=O)C1=CC=CC=C1	NC1=CC(=CC=C1)[N+](=O)[O-]	0
C1CC2=C(C1)SC(S2)=C1SC=CS1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CC1=CC=CN(C1=O)C(=NO)C(C)=NO	Cc1cccnc1N	1
OC(=O)c1cccc(F)c1	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1	1
NNC(=O)c1ccncc1	OC(=O)c1ccc(cc1)C#N	1
Ic1cc(cc(c1)N(=O)=O)N(=O)=O	O1C=CC=C1C1=CC=C(S1)c1ccncc1	1
Fc1c(F)c(I)c(F)c(F)c1I	c1cnccn1	1
Oc1cccc(O)c1	Nc1ccc(N)cc1	1
NC(=O)N1c2ccccc2C=Cc2ccccc12	O=N(=O)c1cc[n+]([O-])cc1	1
NC(CCC(O)=O)C(O)=O	NC(=O)C1=CC=CC=C1O	0
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	0
OC(=O)COc1ccc(Cl)cc1Cl	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	1
COC(=S)Nc1ccccc1	c1cc(ccn1)C=Cc1ccncc1	1
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12	c1ccc2ccccc2c1	1
CC(C)N=C1OCOC1C1OCOC1=NC(C)C	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
Nc1ccccc1C(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
C1CN(CCN1c1ccncc1)c1ccncc1	CCCCCCCCOc1ccc(cc1)C(O)=O	1
NC(=O)c1ccncc1	OC(C(O)=O)c1ccccc1	1
Cc1cc(C)c(c(C)c1)C1(C)CC(C1)C1=CSC(=N1)NN=Cc1cc(Br)ccc1O	Cc1cc(C)c(c(C)c1)C1(C)CC(C1)C1=CSC(N1)=NN=Cc1cc(Br)ccc1O	1
NC(=O)c1ccccn1	COc1ccc2cc(ccc2c1)C(C)C(O)=O	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	COC1=CC=CC(=C1)C(N)=O	0
[NH3+]CC(CC(C)SCC)CC(=O)[O-]	OC(C(O)=O)c1ccccc1	1
COc1cc(C=O)ccc1O	Nc1c(Cl)cc(cc1N(=O)=O)N(=O)=O	1
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I	O=C(NCCNC(=O)c1cccnc1)c1cccnc1	1
CNN	CC(C)(c1ccc(O)cc1)c1ccc(O)cc1	1
N#Cc1ccncc1	Nc1ccc(cc1)C(O)=O	1
OC(=O)CCSCCC(O)=O	OC(=O)C1=CC=C(C=C1)[N+](=O)[O-]	0
CC1(C)C2CCC1(C)C(=O)C2	OC1=CC=CC=C1[N+](=O)[O-]	0
Cc1cc(C)nc(N)n1	OC(=O)c1ccccc1Cl	1
NC(=O)c1ccncc1	NC(=O)N1c2ccccc2C=Cc2ccccc12	1
Oc1ccc(cc1)C1CC(=O)c2c(O)cc(O)cc2O1	NC(=O)c1ccccc1N	1
C1N2CN3CN1CN(C2)C3	OC(=O)C=Cc1ccccc1	1
CC(=O)C1=CC=C(N)C=C1	OC(C1=CC=CC=C1)C(=O)C1=CC=CC=C1	0
CC(=O)NC1=CC=CC=C1	OC(=O)CCC(O)=O	0
C(Cc1ccncc1)c1ccncc1	Cc1ccc(cc1)C1=CC(=NN1c1ccc(cc1)S(N)(=O)=O)C(F)(F)F	1
O=C1Nc2ccccc2C=C1	Oc1cccc(O)c1O	1
O=N(=O)c1ccc(cc1)c1ccc(cc1)N(=O)=O	NC(N)=O	1
COc1ccc2CC3N(CCc4cc5OCOc5cc34)Cc2c1OC	Cc1ccc(cc1)C(=O)OC(C(OC(=O)c1ccc(C)cc1)C(O)=O)C(O)=O	1
CCOC(=O)C1=C2C=CC(=N2)C(=C2NC(=C(C(=O)OCC)C3=NC(=C(C(=O)OCC)C4=CC=C1N4)C=C3)C=C2)C(=O)OCC	CCOC(=O)C1=C2NC(=C(C(=O)OCC)C3=NC(=C(C(=O)OCC)C4=CC=C(N4)C(=C4C=CC1=N4)C(=O)OCC)C=C3)C=C2	1
Fc1c(F)c(C#Cc2cc(cc(c2)N(=O)=O)N(=O)=O)c(F)c(F)c1I	CN(C)c1ccc(cc1)C#Cc1ccccn1	1
c1ccc2c(c1)cnc1ccccc21	OC(=O)CCC1=CNc2ccccc12	1
CCCC1=Nc2cc(cc(C)c2N1)C(=O)NCCc1ccccc1	CCCC1=Nc2c(C)cc(cc2N1)C(=O)NCCc1ccccc1	1
C1=CC=C(C=C1)C1=CC=NC=C1	BrC1=CC=C(Br)C=C1	0
OC(=O)C(O)=O	COC1=CC=CC(=C1)C(O)=O	0
Cc1cc2N=CN(Cc3cccnc3)c2cc1C	ON=C(C#N)c1ccc(O)cc1	1
CSc1ccccc1SC	ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N	1
CC12CCC(CC1)C(C)(C)O2	OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
OC(=O)C1=CC=CC=C1	COC1=CC=C(C=C1)C(O)=O	0
CC(CCC(N)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	CCCC(C)O	1
NC(=O)c1ccc(O)cc1	CC(=O)NC(C)=O	1
c1cc(ccn1)c1ccncc1	OC(=O)CC(O)(CC(O)=O)C(O)=O	1
NC(=O)C1=CN=CC=C1	CC1=NC=CN1	0
CC12CCC3C(CCC4=C3C=CC(=C4)O)C1CCC2O	O=C1NC(=O)C2=CC=CC=C12	0
NC(N)=O	OC(=O)C=CC(O)=O	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	CC1=NN2C=C(C)N=C2S1	1
OC(=O)c1ccc(O)c(O)c1	CCOc1ccccc1C(N)=O	1
CCS(=O)(=O)CS(=O)(=O)CC	C1COCCOCCOCCO1	1
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Oc1ccc(I)cc1	1
NC(N)=O	FC1=CNC(=O)NC1=O	1
OC(=O)c1ccccc1O	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	1
C1CCNCC1	CCCCN(CCCC)c1ccc2c(OC3=C2C(=O)C2=C(C=CC=C2)C3(O)c2ccccc2)c1	1
CC(CCC(N)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	CCC(C)CCO	1
ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl	Nc1cc2ccccc2cc1N	1
OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O	CCCOCCC	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	CCC1(CC)C(=O)NC(=O)NC1=O	1
CN1C(=O)N(C)C2=C(NC=N2)C1=O	OC(=O)C(O)=O	1
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	CNC(=S)C1=CSC(S1)=C1SC(=C(SC)S1)SC	1
O=C1NC=CC=C1	OC(=O)C(O)=O	1
NC(N)=O	CC1=CC(=CC=C1)C(O)=O	0
Nc1ccc(Cl)cc1	Oc1ccc(Cl)c(Cl)c1Cl	1
C1COCCOCCNCCOCCOCCN1	Nc1ccc(cc1N(=O)=O)N(=O)=O	1
c1cc2ccc3cccc4ccc(c1)c2c34	BrC1=CC2=NO[N+](=C2C=C1Br)[O-]	1
OC(=O)CCCCCCC(O)=O	Cc1ccc2N=C(N)Sc2c1	1
OC(CN1C=[N+](CC([O-])(C(F)(F)F)C(F)(F)F)C=N1)(C(F)(F)F)C(F)(F)F	OC(C[N+]1=CN(CC([O-])(C(F)(F)F)C(F)(F)F)N=C1)(C(F)(F)F)C(F)(F)F	1
O=C(N1c2ccccc2c2ccccc12)c1ccccc1	N#Cc1cc(C#N)c(cc1C#N)C#N	1
Oc1ccc(O)cc1	COc1ccc2cccc(CCNC(C)=O)c2c1	1
OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	COc1ccc(C=CC)cc1	1
OC(=O)CC=CCC(O)=O	O=C1NC=CC=C1	1
CC1(C)C2CCC1(C)C(=O)C2	CC(N)(CO)CO	0
N#Cc1cc(C#N)c(cc1C#N)C#N	COc1ccc(cc1)C(=Cc1ccc2ccc3cccc4ccc1c2c34)C#N	1
O=C1CCC(N1)C(=O)N1CCCCC1	OC(C(O)C(O)=O)C(O)=O	1
C1=CC=C2C(=C1)C1=CC=CC3=C1C2=CC=C3	C1C2=CC=CC=C2C2=CC=CC=C12	0
CCCCCCCCOc1ccc(cc1)C1=NN=C(O1)c1ccncc1	Fc1c(I)c(F)c(I)c(F)c1I	1
OC(=O)c1ccc(O)cc1	NC(=O)c1cccnc1	1
OC(=O)C=Cc1ccc(O)cc1	[O]n1ccc(cc1)c1ccncc1	1
Oc1ccc(O)cc1	N#Cc1cc(C#N)c(cc1C#N)C#N	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	O=C1CCCN1	1
O=C1OC(=O)C=C1	C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1	1
OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O	CC1CCC(O)CC1	1
OC(=O)CCCCC(O)=O	Cc1cccc(NC(=O)c2ccc(cc2)C(=O)Nc2cccc(C)n2)n1	1
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	Nc1cccc(Cl)c1	1
CCCCCCCCCC(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
OC(=O)C=Cc1ccc(O)cc1	NNC(=O)c1ccncc1	1
c1cc(ccn1)C1C(C(C1c1ccncc1)c1ccncc1)c1ccncc1	Oc1cccc(O)c1	1
OC(=O)C1=CC=CC=C1	OC(=O)CCCCCC(O)=O	0
OC(=O)c1ccc(O)cc1	FC1=CN(C2CCCO2)C(=O)NC1=O	1
OC(CC(O)=O)C(O)=O	CC1=CC=C(C=C1)C(O)=O	0
Fc1c(F)c(N=Nc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I	c1cc(ccn1)N=Nc1ccncc1	1
OC(=O)c1ccc(O)cc1	CC(C)=NNC(=O)c1ccncc1	1
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl	NC(=O)c1ccccn1	1
Cc1cccc(c1)C(O)=O	Nc1ccc(Cl)cn1	1
Cc1cc2N=CN(Cc3cccnc3)c2cc1C	Fc1c(F)c(F)c(I)c(I)c1F	1
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2	COC1=CC=CC=C1C(O)=O	0
COc1cccc(c1)C(=O)c1cc(cc(c1)C(=O)c1cccc(OC)c1)C(=O)c1cccc(OC)c1	C[N+](C)(C)[O-]	1
CC1c2cc(C(C)c3cc(C(C)c4cc(C(C)c5cc1c(O)cc5O)c(O)cc4O)c(O)cc3O)c(O)cc2O	c1cc(ccn1)C=NN=Cc1ccncc1	1
COC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	O=[N+]([O-])C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]	0
O=N(=O)c1cccc2ncccc12	OC(=O)c1cccc(Cl)c1N(=O)=O	1
CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O	CCC1(CC)C(=O)NC(=O)NC1=O	1
Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1cccnc1)c1cccnc1	OC(=O)c1cc(F)c(F)c(F)c1	1
Cc1cc(cc(C)c1N)c1cc(C)c(N)c(C)c1	N#CC(C#N)c1ccc(cc1)c1ccc(cc1)C(C#N)C#N	1
CCCCC(=O)c1c(O)cc(O)cc1O	c1cc(ccn1)C=Cc1ccncc1	1
CS(=O)Cc1ccccc1	[NH3+]C(CC(C)C)C(=O)NC(C)C(=O)[O-]	1
Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1	Cc1ccc(N)cc1C	1
CCOC(=O)C1=C(C)NC(=C(C1c1cccc(Cl)c1Cl)C(=O)OC)C	c1cc(ccn1)c1ccncc1	1
Fc1c(F)c(I)c(F)c(F)c1I	COc1ccccc1S(=O)c1ccccc1	1
CCCCCCCCCCCCCCCCCC(O)=O	NC(=O)c1cccnc1	1
C=Cc1ccncc1	Fc1c(F)c(N=Nc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I	1
CC(=O)NC1=NN=C(S1)S(N)(=O)=O	OC(=O)C1=CC=CC=C1O	0
NC(=O)C1=NC=CN=C1	OC(=O)CCCCCCC(O)=O	0
C1COCCOCCOCCOCCOCCO1	CN(S(C)(=O)=O)S(C)(=O)=O	1
NC(=O)c1cccc(CN2C=Nc3ccccc23)c1	OC(=O)c1ccc(cc1)N(=O)=O	1
OCC(O)C1OC(=O)C(=C1O)O	NC(=O)C1=CC=C(F)C=C1	0
NC(=O)N1c2ccccc2C=Cc2ccccc12	OC(=O)c1ccccc1	1
C(Sc1ccncc1)c1cc2ccccc2cc1CSc1ccncc1	OC(=O)C=CC(O)=O	1
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(CN(C(C)=O)C(=C)c1cc(Br)ccc1OC(C)=O)OC(C)=O	CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1CN(C(C)=O)C(C)(O1)c1cc(Br)ccc1OC(C)=O	1
NC(N)=NC1=Nc2ccccc2N1	C1COCCOCCOCCOCCOCCO1	1
O=C(c1ccccc1)c1ccncc1	IN1C(=O)CCC1=O	1
c1ccc2cc3ccccc3cc2c1	ClC1=CC(C=C(Cl)C1=O)=C1C=C(Cl)C(=O)C(=C1)Cl	1
NC(=O)c1ccncc1	OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O	1
O1N=C2C(=N1)C1=NON=C1C1=NON=C21	CCOP(=O)(OCC)OCC	1
CC(C)=NNC(=O)c1cccnc1	OC(=O)CCCCCCCCC(O)=O	1
OC(=O)c1cccc(Cl)c1	O=S(=O)(c1ccncc1)c1ccncc1	1
CC1=C(C)N=CN1	CC1=CC(=NN1)C	1
CCCCCCCCC(O)=O	Nc1ncncn1	1
CCOc1ccc(cc1)C(O)=O	C(Cc1ccncc1)c1ccncc1	1
CCNCC	Clc1ccc(cc1)C=C1SC(=S)NC1=O	1
Fc1c(F)c(F)c(I)c(I)c1F	COc1cccc(C=Nc2ccncc2)c1O	1
CC(=O)N1C=CN(C=C1)C(C)=O	NC(N)=S	1
N1C=CN=C1C1=NC=CN1	OC(=O)c1ccccc1	1
C(Cc1ccncc1)Cc1ccncc1	Fc1c(F)c(OCCCOc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I	1
OC(C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	CC1(C)CCCC(C)(C)N1N=O	1
N1C=CN=N1	CC#CC(O)(c1ccc(C)cc1C)c1ccc(C)cc1C	1
IC#CI	c1cnccn1	1
NC(N)=O	NC(=O)c1cccnc1	1
OC(=O)c1ccc(O)cc1	c1ccc2nccnc2c1	1
C(Cc1ccncc1)c1ccncc1	OC(=O)c1ccc(cc1)N(=O)=O	1
CN1C(=O)N(C)C2=C(NC=N2)C1=O	OC(=O)c1ccc(Cl)c(c1)N(=O)=O	1
OCCNCCO	OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1	1
NC1=Nc2ccc(Br)cc2S1	OC(=O)C=CC(O)=O	1
O=C1NC=CC=C1	NS(=O)(=O)c1cnccc1N1C=CC=CC1=O	1
OC(=O)c1ccc2cc(O)ccc2c1	FC1=CNC(=O)NC1=O	1
OC(=O)C1=CN=CC=C1	CC1=CC=C(C=C1)C(O)=O	0
O=C1Sc2ccccc2C=C1	OC(C1OC2(CCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
NC(N)=O	OCCCCCCO	1
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	OC(=O)CC(O)(CC(O)=O)C(O)=O	0
[O]n1ccccc1	CCC1(CC)C(=O)NC(=O)NC1=O	1
Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O	Cc1cn([O])ccc1N(=O)=O	1
OC(c1cccc(c1)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	C1CN2CCN1CC2	1
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(O)=O	c1cc(ccn1)c1ccncc1	1
O=P(C1C2CC(C=C2)C1P(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O	1
CN1C(=O)N(C)C2=C(N(CC3OCCO3)C=N2)C1=O	OC(=O)C(Cl)(Cl)Cl	1
FC(F)(F)c1cc2c(cc1C(F)(F)F)c(c1cc(c(cc1c2C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F	c1ccc2cc3ccccc3cc2c1	1
Cc1cccc(c1)S(C)=O	[NH3+]C(C(=O)NC(C(=O)[O-])c1ccccc1)c1ccccc1	1
Oc1cccc(O)c1O	FC1=CN(C2CCCO2)C(=O)NC1=O	1
Cc1c(cc(cc1N(=O)=O)C(O)=O)N(=O)=O	c1cc(ccn1)C=Cc1ccncc1	1
OC(=O)c1c(F)c(F)c(C(O)=O)c(F)c1F	CC1=CC(=O)NC(=O)N1	1
OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O	CC1CCCCC1O	1
Cc1ccc(N)cc1	OC(=O)c1ccc(cc1C(O)=O)N(=O)=O	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	CC(O)C(O)=O	0
COC1=CC=CC=CC1=O	CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1	1
OC1=CC=C(O)C=C1	OC(=O)C1=CC=CC=C1O	0
Fc1ccc2SC3C4CCCN4C(=O)CN3C(=O)c2c1	O=C=O	1
Oc1cccc2cccnc12	CC1=CN=CN1	1
OC(=O)CCCCCCCCC(O)=O	OC(=O)CCCCCCCC(O)=O	0
CC1=C(C(=NN1)C)C1=C(C)NN=C1C	Oc1cccc(O)c1	1
CC1CCC(O)C23OC(C)(C)C(C(=O)C=C2O)C13C	CC1CCC(O)C23OC(C)(C)C(C(=CC2=O)O)C13C	1
C1CN2CN3CN1CN(C2)C3	Oc1ccc(cc1)N(=O)=O	1
OC(=O)C1C(C2c3ccccc3C1c1ccccc21)C(O)=O	c1cc(ccn1)N=Nc1ccncc1	1
Cc1c(Nc2ccccn2)cccc1Nc1ccccn1	c1ccc2nc3ccccc3nc2c1	1
C1COCCOCCOCCOCCOCCO1	Nc1c(F)c(N)c(Cl)c(F)c1Cl	1
NC(=O)c1cnccn1	OC(=O)CCCCC(O)=O	1
C1=CC=C2C=CC=CC2=C1	OC1=CC=C(C=C1)[N+](=O)[O-]	0
CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1	Cc1ccc(cc1)C(O)=O	1
COC(C(OC)C(=O)N(C1CCCCC1)C1CCCCC1)C(=O)N(C1CCCCC1)C1CCCCC1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
COc1cccc(COC2=CC(=O)OC(=C2)C)c1	O=C1NC(=O)C=C1	1
CC1CCNC2CCCCC2NC(C)CCNC2CCCCC2N1	OCc1cccc2ccccc12	1
O=C1N2c3ccccc3N=C2c2cccc3cccc1c23	Oc1cccc(O)c1	1
OC(=O)CCSCCC(O)=O	NC(=O)C1=CC(=CC=C1)N	0
NC(=O)CN1CCCC1=O	OC(=O)c1cc(O)c(O)c(O)c1	1
C(C1=CC=CC=C1)C1=CC=CC=C1	C1=CC=C2C=CC=CC2=C1	0
OC(=O)c1c(F)c(F)c(C(O)=O)c(F)c1F	O=C1NN=Cc2ccccc12	1
C1CN2CCN1CC2	Ic1ccc(I)cc1	1
CN1C=CNC1=S	O=N(=O)N1C2C3N(C4C1N(C(C(N2N(=O)=O)N3N(=O)=O)N4N(=O)=O)N(=O)=O)N(=O)=O	1
CC1=NC=C(CO)C(=C1O)CO	NC(=O)C1=CC=CC=C1N	0
NC(N)=O	O=C1NC(=O)NC(=O)N1	1
C1CN2CN3CCN(CN1C3)C2	Oc1cccc(c1)N(=O)=O	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	COc1cncc(c1)C#Cc1cc(C)nc(N)n1	1
CN1C=C(Br)C(=O)NC1=O	CCN1C(=Nc2c(N)ncnc12)Br	1
[O]n1ccc(cc1)c1ccn([O])cc1	O=C1NS(=O)(=O)c2ccccc12	1
Nc1ccc2ccc3cccc4ccc1c2c34	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
NC1=NC(=CS1)C1=CSC(=N1)N	O1C(=NN=C1c1ccncc1)c1ccncc1	1
O=C(c1ccccc1)c1cccnc1	CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC	1
NC(P)=O	C1COCCOCCOCCOCCOCCO1	1
N#CC(=Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1	0
Cc1cc[n+]([O-])cc1	Oc1ccc(cc1)C=Cc1ccc(cc1)N(=O)=O	1
N#CCCC#N	OC1=CC=CC2=C1N=CC=C2	0
[N]1c2ccccc2N(N=C1c1ccccc1)c1ccccc1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
NC(=O)c1ccc(cc1)N(=O)=O	Ic1ccc(I)cc1	1
OC(=O)c1ccccc1O	CC1CCC2C(C)C(=O)NC3OC4(C)CCC1C23OO4	1
C1=NC=CC(=C1)C1=CC=NC=C1	NC(=O)CCC(N)=O	0
NC(=O)c1ccncc1	CCOC(=O)C=CC(O)=O	1
NC(=O)C1=NC=CN=C1	OC(C(O)C(O)C(O)=O)C(O)C(O)=O	0
C1CN2CCN1CC2	Oc1ccc(I)cc1	1
NC1=NC(=O)NC=C1F	CCCCCCCC(O)=O	1
OC(=O)CCC(=O)c1ccc(cc1)c1ccccc1	Nc1cnccn1	1
[O]n1ccc(cc1)c1ccn([O])cc1	Oc1cc(O)cc(O)c1	1
N#CCCCCC#N	FC(F)(I)C(F)(F)I	1
C1=CC=C(C=C1)C1=CC=CC=C1	O1C2=CC=CC=C2C2=CC=CC=C12	0
CC1CCNC1=O	OC(c1ccccc1)(c1ccccc1)c1cc(Cl)cc(Cl)c1c1c(Cl)cc(Cl)cc1C(O)(c1ccccc1)c1ccccc1	1
CN1C(=C(O)C2=CC=CC=C2S1(=O)=O)C(=O)NC1=CC=CC=N1	OC(=O)CC(O)(CC(O)=O)C(O)=O	0
CC(=O)c1c2ccccc2cc2ccccc12	OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
OCC(O)C1OC(=O)C(=C1O)O	OC(=O)C1=CC=CC=C1[N+](=O)[O-]	0
Fc1c(F)c(F)c(I)c(I)c1F	O=C1NCc2cccc(CNC(=O)NCc3cccc(CN1)n3)n2	1
O=P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	Oc1ccc(Cl)cc1	1
COc1cc(OC)nc(N)n1	O=N(=O)c1ccc(cc1)N1CCNCC1	1
c1cc(ccn1)C=Cc1ccncc1	Oc1ccc(CCNC(=O)C(=O)NCCc2ccc(O)cc2)cc1	1
c1cnc2ccc3N=CC4=CC=CN4c3c2c1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
Cc1ccncc1	Cc1cccc(Nc2ccccc2C(O)=O)c1C	1
c1cnc2c(c1)ccc1cccnc21	Oc1ccc(I)cc1	1
CC(CCC(N)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	CCCCCCO	1
O1c2cccc3ccc4Oc5cccc6ccc1c(c56)c4c23	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
OC(=O)c1cccc(C(O)=O)c1c1c(cccc1C(O)=O)C(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
COC(=O)c1ccc(COCC(C)(C)CN(Cc2ccc(COC(=O)c3cc(C)cc(C)c3)cc2)C(=O)C(F)(F)F)cc1	C1COCCOc2ccccc2OCCOCCOCCOc2ccccc2OCCO1	1
Nc1ncnc2N(C=Nc12)C1OC(CO)C(O)C1O	IC1=CNC(=O)NC1=O	1
OC1=CC(=O)C(C1)Cc1ccc(Br)cc1	OC1=CC(=O)CC1Cc1ccc(Br)cc1	1
Cc1cc(C)c(C)cc1C	BrC1=C(Br)C(=O)C(=C(Br)C1=O)Br	1
c1ccc2nc3ccccc3cc2c1	Oc1ccc(Cl)cc1	1
OC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	0
COc1cc(OC)c(C(O)=O)c(OC)c1	COc1cccc(OC)c1C1=CC(=O)c2ccccc2O1	1
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1	N#CCCC#N	1
Cc1cc(C)nc(N)n1	OC(=O)c1ccccc1C(O)=O	1
Oc1ccc(I)cc1	c1cc(ccn1)N=Nc1ccncc1	1
O=N(=O)c1ccc(cc1)N(=O)=O	Brc1ccc(Br)cc1	1
Cc1ccc(cc1)C1=CC(=NN1c1ccc(cc1)S(N)(=O)=O)C(F)(F)F	CC1=CC=CC(=O)N1	1
NC1=Nc2ccccc2S1	Cc1ccc(cc1)C(O)=O	1
IC#CC#CI	O=C(NCc1cccnc1)C(=O)NCc1cccnc1	1
[NH3+]C(CO)C(=O)[O-]	OC(=O)c1ccnc(c1)C(O)=O	1
OC(=O)c1cccc(Cl)c1	CC(C)N(C(C)C)P1(=O)C(Br)C(=C(C1Br)c1ccccc1)c1ccccc1	1
O=C([O-])C[n+]1ccccc1	OC(=O)c1ccc(O)cc1	1
c1ccc2c(c1)cc1ccccc1c2c1c2ccccc2cc2ccccc12	CC(=O)C=CC1C(=CCCC1(C)C)C	1
CC(C)(O)c1cc(cc(c1)C(C)(C)O)C(C)(C)O	CC(C)(O)C#CC(C)(C)O	1
CC1(CO)C(O)CCC2(C)C1CCC13CC4C(CC21)C4(C)C3	CC1(CCC2C(=CCC3C(C)(CO)C(O)CCC23C)C1)C=C	1
O=C1C=CC(=O)C=C1	Oc1ccc(Cl)cc1	1
Oc1c2ccccc2cc(c2ccccc2)c1c1c(O)c2ccccc2cc1c1ccccc1	NC1CCCCC1N	1
c1ccc(C=Cc2ccncc2)nc1	Oc1ccc(Cl)c(O)c1	1
